stamp,event,robot,role,x,y,raw
1779964544.465,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 1.5, ""y"": 0.0}, ""role"": ""leader"", ""x"": 0.8662499998061577, ""y"": 4.971272557388128e-11}, ""robot2"": {""last_goal"": {""x"": 0.06624999980615764, ""y"": 1.1246646197931039e-10}, ""role"": ""follower"", ""x"": -0.1130935559708667, ""y"": 0.5243973381933444}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964544.4644403, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964544.467,pose,robot1,leader,0.8750,0.0000,
1779964544.468,pose,robot2,follower,-0.1131,0.5156,
1779964544.502,pose,robot1,leader,0.8837,0.0000,
1779964544.503,pose,robot2,follower,-0.1131,0.5156,
1779964544.538,pose,robot1,leader,0.8925,0.0000,
1779964544.538,pose,robot2,follower,-0.1131,0.5156,
1779964544.573,pose,robot1,leader,0.9012,0.0000,
1779964544.573,pose,robot2,follower,-0.1130,0.5144,
1779964544.608,pose,robot1,leader,0.9100,0.0000,
1779964544.608,pose,robot2,follower,-0.1123,0.5057,
1779964544.643,pose,robot2,follower,-0.1113,0.4970,
1779964544.643,pose,robot1,leader,0.9187,0.0000,
1779964544.678,pose,robot1,leader,0.9275,0.0000,
1779964544.678,pose,robot2,follower,-0.1103,0.4883,
1779964544.713,pose,robot1,leader,0.9362,0.0000,
1779964544.713,pose,robot2,follower,-0.1090,0.4796,
1779964544.748,pose,robot1,leader,0.9450,0.0000,
1779964544.748,pose,robot2,follower,-0.1077,0.4710,
1779964544.783,pose,robot2,follower,-0.1061,0.4624,
1779964544.783,pose,robot1,leader,0.9537,0.0000,
1779964544.818,pose,robot1,leader,0.9625,0.0000,
1779964544.818,pose,robot2,follower,-0.1045,0.4538,
1779964544.853,pose,robot2,follower,-0.1028,0.4452,
1779964544.853,pose,robot1,leader,0.9712,0.0000,
1779964544.888,pose,robot1,leader,0.9800,0.0000,
1779964544.888,pose,robot2,follower,-0.1009,0.4366,
1779964544.923,pose,robot1,leader,0.9887,0.0000,
1779964544.923,pose,robot2,follower,-0.0990,0.4281,
1779964544.957,event,,,,,"{""event"": ""target_updated"", ""phase"": ""estimate_state"", ""requirement_refs"": [""REQ-001"", ""REQ-004""], ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964544.9564455, ""target"": [1.5, 0.0], ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964544.958,pose,robot1,leader,0.9975,0.0000,
1779964544.958,pose,robot2,follower,-0.0970,0.4196,
1779964544.965,role,robot1,leader,0.9975,0.0000,leader
1779964544.965,role,robot2,follower,-0.0970,0.4196,follower
1779964544.965,task_state,,,,,"{""follower"": ""robot2"", ""leader"": ""robot1"", ""phase"": ""navigate"", ""reason"": ""assigned_leader_follower"", ""requirement_refs"": [""REQ-001"", ""REQ-003"", ""REQ-004"", ""REQ-006""], ""robots"": {""robot1"": {""last_goal"": {""x"": 1.5, ""y"": 0.0}, ""role"": ""leader"", ""x"": 0.9974999997869902, ""y"": 5.159364482208527e-11}, ""robot2"": {""last_goal"": {""x"": 0.19749999978699018, ""y"": 1.337327808224271e-10}, ""role"": ""follower"", ""x"": -0.09696580616057812, ""y"": 0.4196046167021493}}, ""scenario_id"": ""two_turtlebot4_leader_follower"", ""stamp"": 1779964544.9644756, ""target"": {""x"": 1.5, ""y"": 0.0}, ""task_complete"": false, ""task_model_id"": ""paper_mbse_two_turtlebot4_swarm"", ""validation_case"": ""VC-SIM-2TB4-001""}"
1779964544.993,pose,robot1,leader,1.0062,0.0000,
1779964544.993,pose,robot2,follower,-0.0961,0.4160,
1779964545.028,pose,robot1,leader,1.0150,0.0000,
1779964545.028,pose,robot2,follower,-0.0961,0.4160,
1779964545.063,pose,robot2,follower,-0.0961,0.4160,
1779964545.063,pose,robot1,leader,1.0237,0.0000,
1779964545.098,pose,robot2,follower,-0.0961,0.4160,
1779964545.098,pose,robot1,leader,1.0325,0.0000,
1779964545.133,pose,robot1,leader,1.0412,0.0000,
1779964545.133,pose,robot2,follower,-0.0961,0.4160,
1779964545.168,pose,robot1,leader,1.0500,0.0000,
1779964545.168,pose,robot2,follower,-0.0961,0.4160,
1779964545.203,pose,robot1,leader,1.0587,0.0000,
1779964545.203,pose,robot2,follower,-0.0928,0.4079,
1779964545.238,pose,robot1,leader,1.0675,0.0000,
1779964545.238,pose,robot2,follower,-0.0893,0.3998,
1779964545.272,pose,robot2,follower,-0.0858,0.3918,
1779964545.273,pose,robot1,leader,1.0762,0.0000,
1779964545.308,pose,robot1,leader,1.0850,0.0000,
1779964545.308,pose,robot2,follower,-0.0821,0.3839,
1779964545.343,pose,robot1,leader,1.0937,0.0000,
